"landed_year","dealer_state","dealer_city","total_live_lbs","total_value","total_adjusted_val","perc_change_Val","perc_change_lbs"
1996,"LA","CUT OFF",979743,1062693,1653278,-7.26,10.49
1997,"LA","CUT OFF",1128883,2013949,3080084,86.3,15.22
1998,"LA","CUT OFF",2523310,4452641,6734001,118.63,123.52
1999,"LA","CUT OFF",2340089,4183544,6239126,-7.35,-7.26
2000,"LA","CUT OFF",2574617,4663896,6801367,9.01,10.02
2001,"LA","CUT OFF",2436244,3853287,5495436,-19.2,-5.37
2002,"LA","CUT OFF",2802366,4096821,5753122,4.69,15.03
2003,"LA","CUT OFF",4606659,6061929,8347964,45.1,64.38
2004,"LA","CUT OFF",3648934,5184700,6953264,-16.71,-20.79
2005,"LA","CUT OFF",3918956,6710480,8725832,25.49,7.4
2006,"LA","CUT OFF",5336048,8111109,10231414,17.25,36.16
2007,"LA","CUT OFF",4835306,8491443,10429289,1.93,-9.38
2008,"LA","CUT OFF",4976768,9071026,10931460,4.82,2.93
2009,"LA","CUT OFF",6490414,7773513,9308189,-14.85,30.41
2010,"LA","CUT OFF",3443557,6030010,7134732,-23.35,-46.94
2011,"LA","CUT OFF",3697499,6188508,7173232,0.54,7.37
2012,"LA","CUT OFF",2857106,5427125,6175200,-13.91,-22.73
2013,"LA","CUT OFF",3285250,7198600,8049902,30.36,14.99
2014,"LA","CUT OFF",2908316,7379709.3,8100922,0.63,-11.47
2015,"LA","CUT OFF",2457319,3937743,4279760,-47.17,-15.51
2016,"LA","CUT OFF",2530182,4686002,5042481,17.82,2.97
2017,"LA","CUT OFF",1905321,3909471,4128439,-18.13,-24.7
2018,"LA","CUT OFF",2966813,4567086,4709678,14.08,55.71
2019,"LA","CUT OFF",NA,3656998,3704730,-21.34,NA
2020,"LA","CUT OFF",1438547,2816757,2816757,-23.97,NA
2008,"LA","CYPREMORT POINT",200082,138338,166711,0,0
2009,"LA","CYPREMORT POINT",669254,521200,624097,274.36,234.49
2010,"LA","CYPREMORT POINT",90258,105949,125360,-79.91,-86.51
2011,"LA","CYPREMORT POINT",960362,966937,1120797,794.06,964.02
2012,"LA","CYPREMORT POINT",972125,989096,1125433,0.41,1.22
2013,"LA","CYPREMORT POINT",584026,774476,866065,-23.05,-39.92
2017,"LA","CYPREMORT POINT",332748,453092,478470,-44.75,-43.03
2018,"LA","CYPREMORT POINT",509596,787254,811833,69.67,53.15
2019,"LA","CYPREMORT POINT",743030,1137676,1152525,41.97,45.81
2020,"LA","CYPREMORT POINT",357209,511714,511714,-55.6,-51.93
1989,"MS","D'IBERVILLE",1742,1954,3625,0,0
1990,"MS","D'IBERVILLE",2447,1443,2580,-28.83,40.47
1993,"MS","D'IBERVILLE",24,16,26,-98.99,-99.02
1995,"MS","D'IBERVILLE",22145,15814,25053,96257.69,92170.83
1996,"MS","D'IBERVILLE",55650,37115,57741,130.48,151.3
1997,"MS","D'IBERVILLE",91762,61530,94102,62.97,64.89
1998,"MS","D'IBERVILLE",1379,1034,1564,-98.34,-98.5
2012,"MS","D'IBERVILLE",1575,2701,3073,96.48,14.21
2013,"MS","D'IBERVILLE",1160,3151,3524,14.68,-26.35
2014,"MS","D'IBERVILLE",3983,8639,9484,169.13,243.36
2015,"MS","D'IBERVILLE",1722563,1656804,1800707,18886.79,43147.88
2016,"MS","D'IBERVILLE",989839,1348893,1451508,-19.39,-42.54
2017,"MS","D'IBERVILLE",1772253,2295355,2423918,66.99,79.04
2018,"MS","D'IBERVILLE",1657659,1923974,1984043,-18.15,-6.47
2019,"MS","D'IBERVILLE",1698815,2507625,2540355,28.04,2.48
2020,"MS","D'IBERVILLE",2058409,3080770,3080770,21.27,21.17
1990,"FL","DADE CITY",2520,7390,13215,0,0
1991,"FL","DADE CITY",4102,11293,19533,47.81,62.78
1992,"FL","DADE CITY",3486,9240,15626,-20,-15.02
1993,"FL","DADE CITY",3580,10506,17356,11.07,2.7
1994,"FL","DADE CITY",1962,5883,9516,-45.17,-45.2
2006,"FL","DANIA BEACH",9801,63637,80272,0,0
2014,"AL","DAPHNE",25,300,329,0,0
1977,"AL","DAUPHIN ISLAND",1789636,2176367,7408477,0,0
1981,"AL","DAUPHIN ISLAND",786426,1207068,2970071,-59.91,-56.06
1982,"AL","DAUPHIN ISLAND",766098,1561160,3617822,21.81,-2.58
1983,"AL","DAUPHIN ISLAND",1055615,2404301,5361718,48.2,37.79
1984,"AL","DAUPHIN ISLAND",933308,1928503,4150894,-22.58,-11.59
1985,"AL","DAUPHIN ISLAND",290667,375199,782816,-81.14,-68.86
1986,"AL","DAUPHIN ISLAND",226026,445047,910222,16.28,-22.24
1987,"AL","DAUPHIN ISLAND",199997,383646,765704,-15.88,-11.52
1988,"AL","DAUPHIN ISLAND",105483,225563,434853,-43.21,-47.26
1989,"AL","DAUPHIN ISLAND",173492,231830,430073,-1.1,64.47
1990,"AL","DAUPHIN ISLAND",112859,228408,408436,-5.03,-34.95
1991,"AL","DAUPHIN ISLAND",235239,380944,658914,61.33,108.44
1992,"AL","DAUPHIN ISLAND",98934,203250,343726,-47.83,-57.94
1993,"AL","DAUPHIN ISLAND",133239,226707,374518,8.96,34.67
1994,"AL","DAUPHIN ISLAND",146355,334333,540774,44.39,9.84
1995,"AL","DAUPHIN ISLAND",234609,414152,656110,21.33,60.3
1996,"AL","DAUPHIN ISLAND",161514,221168,344080,-47.56,-31.16
1997,"AL","DAUPHIN ISLAND",72504,168783,258132,-24.98,-55.11
1998,"AL","DAUPHIN ISLAND",9626,23614,35712,-86.17,-86.72
1999,"AL","DAUPHIN ISLAND",207336,363693,542393,1418.8,2053.92
2000,"AL","DAUPHIN ISLAND",5734,14872,21690,-96,-97.23
2001,"AL","DAUPHIN ISLAND",195937,352740,503068,2219.35,3317.11
2002,"AL","DAUPHIN ISLAND",126256,267684,375905,-25.28,-35.56
2003,"AL","DAUPHIN ISLAND",152224,246783,339848,-9.59,20.57
2004,"AL","DAUPHIN ISLAND",114470,160128,214750,-36.81,-24.8
2005,"AL","DAUPHIN ISLAND",64050,114530,148926,-30.65,-44.05
2006,"AL","DAUPHIN ISLAND",94909,113489,143157,-3.87,48.18
2007,"AL","DAUPHIN ISLAND",90119,133919,164482,14.9,-5.05
2008,"AL","DAUPHIN ISLAND",61176,109279,131693,-19.93,-32.12
2009,"AL","DAUPHIN ISLAND",82521,98191,117577,-10.72,34.89
2010,"AL","DAUPHIN ISLAND",25641,49261,58286,-50.43,-68.93
2011,"AL","DAUPHIN ISLAND",50104,83082,96301,65.22,95.41
2012,"AL","DAUPHIN ISLAND",31070,67282,76556,-20.5,-37.99
2013,"AL","DAUPHIN ISLAND",14283,38574,43135,-43.66,-54.03
2014,"AL","DAUPHIN ISLAND",25985,67686,74301,72.25,81.93
2015,"AL","DAUPHIN ISLAND",19668,62151,67549,-9.09,-24.31
2016,"AL","DAUPHIN ISLAND",26573,97124,104513,54.72,35.11
2017,"AL","DAUPHIN ISLAND",23979,101162,106828,2.22,-9.76
2018,"AL","DAUPHIN ISLAND",21622,85873,88555,-17.11,-9.83
2019,"AL","DAUPHIN ISLAND",40324,160536,162631,83.65,86.5
2020,"AL","DAUPHIN ISLAND",36372,145790,145790,-10.36,-9.8
2010,"TX","DAYTON",2241,2550,3017,0,0
2011,"TX","DAYTON",2672,3325,3854,27.74,19.23
2012,"TX","DAYTON",2171,1555,1770,-54.07,-18.75
2013,"TX","DAYTON",4493,5392,6030,240.68,106.96
2014,"TX","DAYTON",5702,12030,13206,119,26.91
2015,"TX","DAYTON",1500,1725,1875,-85.8,-73.69
2016,"TX","DAYTON",5800,11545,12423,562.56,286.67
2017,"TX","DAYTON",5299,11860,12524,0.81,-8.64
2018,"TX","DAYTON",2400,2850,2939,-76.53,-54.71
2019,"FL","DE FUNIAK SPRINGS",705,1219,1236,0,0
2010,"FL","DE LEON SPRINGS",3722,3722,4404,0,0
2011,"FL","DE LEON SPRINGS",15509,23771,27553,525.64,316.68
2012,"FL","DE LEON SPRINGS",12004,15406,17530,-36.38,-22.6
2013,"FL","DE LEON SPRINGS",20729,25565,28588,63.08,72.68
1993,"FL","DEERFIELD BEACH",154,274,452,0,0
2009,"FL","DEERFIELD BEACH",7381,23258,27849,6061.28,4692.86
2010,"FL","DEERFIELD BEACH",1961,6730,7963,-71.41,-73.43
2011,"FL","DEERFIELD BEACH",3424,12037,13952,75.21,74.6
2012,"FL","DEERFIELD BEACH",1215,4678,5323,-61.85,-64.52
1991,"FL","DEFUNIAK SPRINGS",19,17,29,0,0
2001,"FL","DEFUNIAK SPRINGS",102,137,195,572.41,436.84
2002,"FL","DEFUNIAK SPRINGS",5611,16039,22524,11450.77,5400.98
2006,"FL","DEFUNIAK SPRINGS",2036,6518,8222,-63.5,-63.71
2007,"FL","DEFUNIAK SPRINGS",13482,43653,53615,552.09,562.18
2008,"FL","DEFUNIAK SPRINGS",7214,26956,32485,-39.41,-46.49
2009,"FL","DEFUNIAK SPRINGS",4284,12736,15250,-53.06,-40.62
2011,"FL","DEFUNIAK SPRINGS",928,4390,5089,-66.63,-78.34
2012,"FL","DEFUNIAK SPRINGS",1241,4960,5644,10.91,33.73
2016,"FL","DEFUNIAK SPRINGS",5992,14433,15531,175.18,382.84
2017,"FL","DEFUNIAK SPRINGS",190,380,401,-97.42,-96.83
2018,"FL","DEFUNIAK SPRINGS",5238,10426,10751,2581.05,2656.84
1978,"LA","DELACROIX",92592,148812,473262,0,0
1981,"LA","DELACROIX",184887,246189,605764,28,99.68
1982,"LA","DELACROIX",81041,161088,373305,-38.37,-56.17
1983,"LA","DELACROIX",43845,82365,183678,-50.8,-45.9
1984,"LA","DELACROIX",866077,999376,2151048,1071.1,1875.32
1985,"LA","DELACROIX",549885,503949,1051440,-51.12,-36.51
1986,"LA","DELACROIX",1068763,1203175,2460762,134.04,94.36
1987,"LA","DELACROIX",1463682,2221783,4434368,80.2,36.95
1988,"LA","DELACROIX",860689,1108627,2137274,-51.8,-41.2
1989,"LA","DELACROIX",424765,595121,1104023,-48.34,-50.65
1990,"LA","DELACROIX",1543193,1623920,2903869,163.03,263.31
1991,"LA","DELACROIX",653307,949892,1643016,-43.42,-57.67
1992,"LA","DELACROIX",725700,1104677,1868175,13.7,11.08
1993,"LA","DELACROIX",633124,842802,1392300,-25.47,-12.76
1994,"LA","DELACROIX",303477,582935,942880,-32.28,-52.07
1995,"LA","DELACROIX",536332,888784,1408037,49.33,76.73
1996,"LA","DELACROIX",369115,431855,671855,-52.28,-31.18
1997,"LA","DELACROIX",592736,999335,1528358,127.48,60.58
1998,"LA","DELACROIX",877362,913679,1381814,-9.59,48.02
1999,"LA","DELACROIX",1642583,2068620,3085034,123.26,87.22
2000,"LA","DELACROIX",256403,435841,635588,-79.4,-84.39
2001,"LA","DELACROIX",157249,218214,311209,-51.04,-38.67
2017,"LA","DELACROIX",2944,2549,2692,-99.13,-98.13
2018,"LA","DELACROIX",4361,2743,2829,5.09,48.13
2019,"LA","DELACROIX",4103,2645,2679,-5.3,-5.92
2020,"LA","DELACROIX",1315735,1757681,1757681,65509.59,31967.63
1996,"FL","DELAND",248,248,386,0,0
1999,"FL","DELAND",11976,11976,17860,4526.94,4729.03
2000,"FL","DELAND",85,64,93,-99.48,-99.29
2002,"FL","DELAND",5803,8705,12224,13044.09,6727.06
2011,"FL","DELAND",2259,2259,2618,-78.58,-61.07
1977,"LA","DELCAMBRE",5113111,5070913,17261677,0,0
1978,"LA","DELCAMBRE",8216352,10609843,33742254,95.47,60.69
1979,"LA","DELCAMBRE",2763613,6111258,17946714,-46.81,-66.36
1980,"LA","DELCAMBRE",3570887,6380982,17186330,-4.24,29.21
1981,"LA","DELCAMBRE",7928201,14940469,36762026,113.9,122.02
1982,"LA","DELCAMBRE",6267315,12516617,29005921,-21.1,-20.95
1983,"LA","DELCAMBRE",3960470,9206066,20530016,-29.22,-36.81
1984,"LA","DELCAMBRE",5512922,10123774,21790319,6.14,39.2
1985,"LA","DELCAMBRE",4585317,7314604,15261202,-29.96,-16.83
1986,"LA","DELCAMBRE",6989774,12162880,24875816,63,52.44
1987,"LA","DELCAMBRE",4710064,7204856,14379887,-42.19,-32.61
1988,"LA","DELCAMBRE",3528104,5652624,10897445,-24.22,-25.09
1989,"LA","DELCAMBRE",2882797,4734007,8782167,-19.41,-18.29
1990,"LA","DELCAMBRE",3378769,5287295,9454662,7.66,17.2
1991,"LA","DELCAMBRE",2853745,4985325,8623052,-8.8,-15.54
1992,"LA","DELCAMBRE",4571225,6801681,11502667,33.39,60.18
1993,"LA","DELCAMBRE",3204135,4603897,7605584,-33.88,-29.91
1994,"LA","DELCAMBRE",3086727,5513484,8917882,17.25,-3.66
1995,"LA","DELCAMBRE",3875397,6668610,10564598,18.47,25.55
1996,"LA","DELCAMBRE",2850366,4382442,6817957,-35.46,-26.45
1997,"LA","DELCAMBRE",1682614,3115920,4765412,-30.1,-40.97
1998,"LA","DELCAMBRE",2063267,3058095,4624944,-2.95,22.62
1999,"LA","DELCAMBRE",3329150,5131282,7652534,65.46,61.35
2000,"LA","DELCAMBRE",3708604,6860369,10004489,30.73,11.4
2001,"LA","DELCAMBRE",2013581,3524777,5026927,-49.75,-45.71
2002,"LA","DELCAMBRE",1588618,2155702,3027231,-39.78,-21.1
2003,"LA","DELCAMBRE",2299222,2508274,3454177,14.1,44.73
2004,"LA","DELCAMBRE",2188899,2341006,3139549,-9.11,-4.8
2005,"LA","DELCAMBRE",2500302,2985150,3881678,23.64,14.23
2006,"LA","DELCAMBRE",2166043,2337457,2948486,-24.04,-13.37
2007,"LA","DELCAMBRE",1740448,1898899,2332251,-20.9,-19.65
2008,"LA","DELCAMBRE",1157774,1368516,1649193,-29.29,-33.48
2009,"LA","DELCAMBRE",1177676,1044152,1250292,-24.19,1.72
2010,"LA","DELCAMBRE",862367,1145979,1355927,8.45,-26.77
2011,"LA","DELCAMBRE",920536,1080878,1252870,-7.6,6.75
2012,"LA","DELCAMBRE",1324794,1623933,1847778,47.48,43.92
2013,"LA","DELCAMBRE",1368857,2065280,2309519,24.99,3.33
2014,"LA","DELCAMBRE",978523.25,1832696.07,2011802,-12.89,-28.52
2015,"LA","DELCAMBRE",481700.25,475704.1,517021,-74.3,-50.77
2016,"LA","DELCAMBRE",789224.76,940812.5,1012383,95.81,63.84
2017,"LA","DELCAMBRE",699720,838410,885368,-12.55,-11.34
2018,"LA","DELCAMBRE",213407,252279,260155,-70.62,-69.5
2019,"LA","DELCAMBRE",221024,230841,233855,-10.11,3.57
2020,"LA","DELCAMBRE",72926,106010,106010,-54.67,-67.01
1996,"FL","DELRAY BEACH",738,2225,3462,0,0
1999,"LA","DENHAM SPRINGS",1786,1541,2298,0,0
2000,"LA","DENHAM SPRINGS",19884,24551,35803,1458.01,1013.33
2001,"LA","DENHAM SPRINGS",11852,17447,24882,-30.5,-40.39
2002,"LA","DENHAM SPRINGS",27430,30857,43332,74.15,131.44
2003,"LA","DENHAM SPRINGS",935,999,1375,-96.83,-96.59
2005,"LA","DENHAM SPRINGS",70,97,127,-90.76,-92.51
2007,"LA","DENHAM SPRINGS",2695,6087,7476,5786.61,3750
2012,"LA","DENHAM SPRINGS",751,1128,1283,-82.84,-72.13
2015,"LA","DENHAM SPRINGS",3213,11769,12791,896.96,327.83
2001,"LA","DEQUINCY",16520,42915,61204,0,0
2004,"LA","DEQUINCY",479,890,1194,-98.05,-97.1
2005,"LA","DEQUINCY",55351,145474,189164,15742.88,11455.53
2010,"LA","DEQUINCY",47347,192026,227206,20.11,-14.46
2011,"LA","DEQUINCY",44061,180849,209626,-7.74,-6.94
2013,"LA","DEQUINCY",566297,838855,938058,347.49,1185.26
2014,"LA","DEQUINCY",668003.11,1414323,1552544,65.51,17.96
2015,"LA","DEQUINCY",47246,41008,44570,-97.13,-92.93
2012,"LA","DERIDDER",104,630,717,0,0
2013,"LA","DERIDDER",225,450,503,-29.85,116.35
2017,"LA","DERIDDER",100,200,211,-58.05,-55.56
1982,"LA","DES ALLEMANDS",182399,414985,961683,0,0
1984,"LA","DES ALLEMANDS",20394,33700,72535,-92.46,-88.82
1987,"LA","DES ALLEMANDS",291986,656541,1310364,1706.53,1331.73
1988,"LA","DES ALLEMANDS",315211,540389,1041792,-20.5,7.95
1989,"LA","DES ALLEMANDS",207912,347659,644950,-38.09,-34.04
1990,"LA","DES ALLEMANDS",344832,418348,748083,15.99,65.85
1991,"LA","DES ALLEMANDS",186566,278818,482268,-35.53,-45.9
1992,"LA","DES ALLEMANDS",146132,226515,383071,-20.57,-21.67
1993,"LA","DES ALLEMANDS",165208,249151,411594,7.45,13.05
1994,"LA","DES ALLEMANDS",100892,225390,364561,-11.43,-38.93
1995,"LA","DES ALLEMANDS",345886,576463,913249,150.51,242.83
1996,"LA","DES ALLEMANDS",112296,138924,216131,-76.33,-67.53
1999,"LA","DES ALLEMANDS",254733,102049,152191,-29.58,126.84
2000,"LA","DES ALLEMANDS",1772012,1122567,1637040,975.65,595.64
2001,"LA","DES ALLEMANDS",1227959,948165,1352244,-17.4,-30.7
2002,"LA","DES ALLEMANDS",1896198,1019598,1431809,5.88,54.42
2003,"LA","DES ALLEMANDS",2051662,1307539,1800630,25.76,8.2
2004,"LA","DES ALLEMANDS",2942670,1783641,2392063,32.85,43.43
2005,"LA","DES ALLEMANDS",3170178,2113755,2748575,14.9,7.73
2006,"LA","DES ALLEMANDS",4172693,2478634,3126567,13.75,31.62
2007,"LA","DES ALLEMANDS",3471151,2570677,3157338,0.98,-16.81
2008,"LA","DES ALLEMANDS",3680655,2780311,3350541,6.12,6.04
2009,"LA","DES ALLEMANDS",3799662,2230115,2670393,-20.3,3.23
2010,"LA","DES ALLEMANDS",2647160,2230836,2639533,-1.16,-30.33
2011,"LA","DES ALLEMANDS",4011047,2864530,3320339,25.79,51.52
2012,"LA","DES ALLEMANDS",4393744,3569903,4061978,22.34,9.54
2013,"LA","DES ALLEMANDS",3678061,4687187,5241490,29.04,-16.29
2014,"LA","DES ALLEMANDS",NA,4855949.44,5330516,1.7,NA
2015,"LA","DES ALLEMANDS",2501054.16,3196853.11,3474518,-34.82,NA
2016,"LA","DES ALLEMANDS",2619481.32,2824192.92,3039040,-12.53,4.74
2017,"LA","DES ALLEMANDS",2689271,2842164,3001355,-1.24,2.66
2018,"LA","DES ALLEMANDS",2381142,3023522,3117921,3.88,-11.46
2019,"LA","DES ALLEMANDS",1783866,2347434,2378073,-23.73,-25.08
2020,"LA","DES ALLEMANDS",2001330,3352016,3352016,40.96,12.19
1977,"FL","DESTIN",2497,3474,11826,0,0
1978,"FL","DESTIN",99722,139977,445166,3664.3,3893.67
1979,"FL","DESTIN",88718,176214,517483,16.24,-11.03
1980,"FL","DESTIN",5348,9901,26667,-94.85,-93.97
1981,"FL","DESTIN",5033,9663,23776,-10.84,-5.89
1983,"FL","DESTIN",4455,14199,31665,33.18,-11.48
1986,"FL","DESTIN",10707,7552,15445,-51.22,140.34
1987,"FL","DESTIN",33362,25193,50280,225.54,211.59
1988,"FL","DESTIN",302145,583958,1125787,2139.04,805.66
1989,"FL","DESTIN",290529,484978,899691,-20.08,-3.84
1990,"FL","DESTIN",227253,398955,713405,-20.71,-21.78
1991,"FL","DESTIN",143579,205091,354747,-50.27,-36.82
1992,"FL","DESTIN",366652,571713,966855,172.55,155.37
1993,"FL","DESTIN",497812,836111,1381248,42.86,35.77
1994,"FL","DESTIN",589110,1020635,1650840,19.52,18.34
1995,"FL","DESTIN",590234,1003791,1590235,-3.67,0.19
1996,"FL","DESTIN",672001,1188209,1848547,16.24,13.85
1997,"FL","DESTIN",559991,997740,1525918,-17.45,-16.67
1998,"FL","DESTIN",446861,912187,1379555,-9.59,-20.2
1999,"FL","DESTIN",528425,1065992,1589768,15.24,18.25
2000,"FL","DESTIN",948133,2047965,2986546,87.86,79.43
2001,"FL","DESTIN",1148584,2580665,3680464,23.23,21.14
2002,"FL","DESTIN",1512518,3319836,4662014,26.67,31.69
2003,"FL","DESTIN",1317191,3073559,4232641,-9.21,-12.91
2004,"FL","DESTIN",1199523,2899848,3889020,-8.12,-8.93
2005,"FL","DESTIN",1055744,2522164,3279643,-15.67,-11.99
2006,"FL","DESTIN",803774,2105990,2656512,-19,-23.87
2007,"FL","DESTIN",1278029,3778260,4640504,74.68,59
2008,"FL","DESTIN",1288361,3854980,4645622,0.11,0.81
2009,"FL","DESTIN",1354002,3626924,4342966,-6.51,5.09
2010,"FL","DESTIN",946607,2922044,3457377,-20.39,-30.09
2011,"FL","DESTIN",1623035,5087534,5897068,70.56,71.46
2012,"FL","DESTIN",1599919,5580858,6350128,7.68,-1.42
2013,"FL","DESTIN",1540635,5543101,6198625,-2.39,-3.71
2014,"FL","DESTIN",1470889.32,5193238.14,5700767,-8.03,-4.53
2015,"FL","DESTIN",1571444.63,5743196.7,6242025,9.49,6.84
2016,"FL","DESTIN",1479827.8,5419579.33,5831867,-6.57,-5.83
2017,"FL","DESTIN",1393479,5107750,5393838,-7.51,-5.84
2018,"FL","DESTIN",1230162,4819853,4970338,-7.85,-11.72
2019,"FL","DESTIN",1127911,4648166,4708834,-5.26,-8.31
2020,"FL","DESTIN",945836,3878242,3878242,-17.64,-16.14
1999,"LA","DESTREHAN",11,13,19,0,0
2000,"LA","DESTREHAN",3719,5015,7314,38394.74,33709.09
2001,"LA","DESTREHAN",25311,24815,35390,383.87,580.59
2002,"LA","DESTREHAN",24102,20640,28984,-18.1,-4.78
2003,"LA","DESTREHAN",38591,44538,61334,111.61,60.12
2004,"LA","DESTREHAN",25396,33865,45417,-25.95,-34.19
2005,"LA","DESTREHAN",15147,21828,28383,-37.51,-40.36
2006,"LA","DESTREHAN",22364,35819,45182,59.19,47.65
2007,"LA","DESTREHAN",19220,31972,39268,-13.09,-14.06
2008,"LA","DESTREHAN",19570,35206,42427,8.04,1.82
2009,"LA","DESTREHAN",19800,42038,50337,18.64,1.18
2010,"LA","DESTREHAN",11530,28426,33634,-33.18,-41.77
2011,"LA","DESTREHAN",15591,35165,40760,21.19,35.22
2012,"LA","DESTREHAN",14703,29706,33801,-17.07,-5.7
2013,"LA","DESTREHAN",14518,30854,34503,2.08,-1.26
2014,"LA","DESTREHAN",5409.97,13634.24,14966,-56.62,-62.74
2015,"LA","DESTREHAN",9851.61,26769.99,29096,94.41,82.1
2016,"LA","DESTREHAN",5783.91,19083.84,20536,-29.42,-41.29
2017,"LA","DESTREHAN",3080,13646,14410,-29.83,-46.75
2018,"LA","DESTREHAN",3361,12763,13162,-8.66,9.12
2019,"LA","DESTREHAN",4397,16434,16649,26.49,30.82
2020,"LA","DESTREHAN",2866,11210,11210,-32.67,-34.82
2013,"MS","DIAMONDHEAD",89162,229735,256904,0,0
2015,"MS","DIAMONDHEAD",1015339,1177645,1279930,398.21,1038.76
2016,"MS","DIAMONDHEAD",1138601,1564146,1683136,31.5,12.14
2017,"MS","DIAMONDHEAD",1250964,1532600,1618440,-3.84,9.87
2018,"MS","DIAMONDHEAD",78859,90166,92981,-94.25,-93.7
1977,"TX","DICKINSON",265022,272502,927612,0,0
1978,"TX","DICKINSON",412007,487648,1550857,67.19,55.46
1979,"TX","DICKINSON",259067,233959,687060,-55.7,-37.12
1980,"TX","DICKINSON",229724,213484,574991,-16.31,-11.33
1981,"TX","DICKINSON",985071,1028553,2530823,340.15,328.81
1982,"TX","DICKINSON",975810,1574774,3649370,44.2,-0.94
1983,"TX","DICKINSON",768681,1017296,2268624,-37.84,-21.23
1984,"TX","DICKINSON",1384701,1690486,3638586,60.39,80.14
1985,"TX","DICKINSON",906730,1144446,2387774,-34.38,-34.52
1986,"TX","DICKINSON",1040901,1463247,2992670,25.33,14.8
1987,"TX","DICKINSON",813560,1095880,2187222,-26.91,-21.84
1988,"TX","DICKINSON",526212,757534,1460418,-33.23,-35.32
1989,"TX","DICKINSON",429441,448027,831145,-43.09,-18.39
1990,"TX","DICKINSON",603226,683624,1222446,47.08,40.47
1991,"TX","DICKINSON",501948,694291,1200907,-1.76,-16.79
1992,"TX","DICKINSON",729135,859457,1453471,21.03,45.26
1993,"TX","DICKINSON",713574,809424,1337159,-8,-2.13
1994,"TX","DICKINSON",713612,1241107,2007452,50.13,0.01
1995,"TX","DICKINSON",745502,1074418,1702125,-15.21,4.47
1996,"TX","DICKINSON",712564,1045721,1626875,-4.42,-4.42
1997,"TX","DICKINSON",811434,1380783,2111735,29.8,13.88
1998,"TX","DICKINSON",721650,904375,1367743,-35.23,-11.06
1999,"TX","DICKINSON",1063886,1329908,1983358,45.01,47.42
2000,"TX","DICKINSON",1092946,2043426,2979932,50.25,2.73
2001,"TX","DICKINSON",874484,1293613,1844909,-38.09,-19.99
2002,"TX","DICKINSON",1161629,1450076,2036329,10.38,32.84
2003,"TX","DICKINSON",954104,1041457,1434205,-29.57,-17.86
2004,"TX","DICKINSON",984511,1021481,1369920,-4.48,3.19
2005,"TX","DICKINSON",987303,1382023,1797084,31.18,0.28
2006,"TX","DICKINSON",770049,909537,1147297,-36.16,-22
2007,"TX","DICKINSON",905763,935361,1148821,0.13,17.62
2008,"TX","DICKINSON",1006889,1683211,2028433,76.57,11.16
2009,"TX","DICKINSON",1013301,1445017,1730298,-14.7,0.64
2010,"TX","DICKINSON",1798906,3904033,4619269,166.96,77.53
2011,"TX","DICKINSON",2185071,5514541,6392022,38.38,21.47
2012,"TX","DICKINSON",3023400,7509130,8544188,33.67,38.37
2013,"TX","DICKINSON",2603280,8187466,9155710,7.16,-13.9
2014,"TX","DICKINSON",2391860.44,7727509.1,8482711,-7.35,-8.12
2015,"TX","DICKINSON",1225177.84,2375019.95,2581304,-69.57,-48.78
2016,"TX","DICKINSON",1057956.18,2138846.9,2301556,-10.84,-13.65
2017,"TX","DICKINSON",520539,921554,973171,-57.72,-50.8
2018,"TX","DICKINSON",682047,1225279,1263534,29.84,31.03
2019,"TX","DICKINSON",370379,1076241,1090287,-13.71,-45.7
2020,"TX","DICKINSON",276925,724116,724116,-33.58,-25.23
1995,"LA","DONALDSONVILLE",137086,160233,253846,0,0
1996,"LA","DONALDSONVILLE",101664,99778,155229,-38.85,-25.84
1997,"LA","DONALDSONVILLE",387320,554007,847285,445.83,280.98
1998,"LA","DONALDSONVILLE",550778,639583,967280,14.16,42.2
1999,"LA","DONALDSONVILLE",507939,556324,829673,-14.23,-7.78
2000,"LA","DONALDSONVILLE",265,287,419,-99.95,-99.95
2002,"LA","DONALDSONVILLE",7489,5918,8311,1883.53,2726.04
2003,"LA","DONALDSONVILLE",36155,45423,62553,652.65,382.77
2004,"LA","DONALDSONVILLE",20844,22700,30444,-51.33,-42.35
2005,"LA","DONALDSONVILLE",32552,31934,41525,36.4,56.17
2006,"LA","DONALDSONVILLE",22978,17433,21990,-47.04,-29.41
2007,"LA","DONALDSONVILLE",20360,21006,25800,17.33,-11.39
2008,"LA","DONALDSONVILLE",1457,1636,1972,-92.36,-92.84
2009,"LA","DONALDSONVILLE",13318,14592,17472,786,814.07
2010,"LA","DONALDSONVILLE",7666,10152,12012,-31.25,-42.44
2013,"TX","DOUBLE BAYOU",6087,29303,32768,0,0
1991,"FL","DOVER",635,286,495,0,0
1992,"FL","DOVER",29974,15615,26408,5234.95,4620.31
1993,"FL","DOVER",139791,86832,143445,443.19,366.37
1994,"FL","DOVER",129683,85660,138553,-3.41,-7.23
1995,"FL","DOVER",176150,75615,119792,-13.54,35.83
1996,"FL","DOVER",213745,68194,106092,-11.44,21.34
1997,"FL","DOVER",191724,60595,92673,-12.65,-10.3
1998,"FL","DOVER",237491,80508,121758,31.38,23.87
1999,"FL","DOVER",198676,68992,102890,-15.5,-16.34
2000,"FL","DOVER",168258,62716,91459,-11.11,-15.31
2001,"FL","DOVER",146538,54975,78404,-14.27,-12.91
